2022-12-19 06:57:23: PING 217.25.239.31 (217.25.239.31) 56(84) bytes of data.
2022-12-21 00:54:41: 64 bytes from 217.25.239.31: icmp_seq=10063 ttl=57 time=11.0 ms
2022-12-21 00:54:56: 64 bytes from 217.25.239.31: icmp_seq=10064 ttl=57 time=10.8 ms
2022-12-21 00:55:11: 64 bytes from 217.25.239.31: icmp_seq=10065 ttl=57 time=10.6 ms
2022-12-21 00:55:26: 64 bytes from 217.25.239.31: icmp_seq=10066 ttl=57 time=10.4 ms
2022-12-21 00:55:41: 64 bytes from 217.25.239.31: icmp_seq=10067 ttl=57 time=10.7 ms
2022-12-21 00:55:56: 64 bytes from 217.25.239.31: icmp_seq=10068 ttl=57 time=11.1 ms
2022-12-21 00:56:11: 64 bytes from 217.25.239.31: icmp_seq=10069 ttl=57 time=10.4 ms
2022-12-21 00:56:26: 64 bytes from 217.25.239.31: icmp_seq=10070 ttl=57 time=11.7 ms
2022-12-21 00:56:41: 64 bytes from 217.25.239.31: icmp_seq=10071 ttl=57 time=11.4 ms
2022-12-21 00:56:56: 64 bytes from 217.25.239.31: icmp_seq=10072 ttl=57 time=11.5 ms
2022-12-21 00:57:11: 64 bytes from 217.25.239.31: icmp_seq=10073 ttl=57 time=12.3 ms
2022-12-21 00:57:26: 64 bytes from 217.25.239.31: icmp_seq=10074 ttl=57 time=11.9 ms
2022-12-21 00:57:41: 64 bytes from 217.25.239.31: icmp_seq=10075 ttl=57 time=11.3 ms
2022-12-21 00:57:56: 64 bytes from 217.25.239.31: icmp_seq=10076 ttl=57 time=10.8 ms
2022-12-21 00:58:11: 64 bytes from 217.25.239.31: icmp_seq=10077 ttl=57 time=10.9 ms
2022-12-21 00:58:26: 64 bytes from 217.25.239.31: icmp_seq=10078 ttl=57 time=10.5 ms
2022-12-21 00:58:41: 64 bytes from 217.25.239.31: icmp_seq=10079 ttl=57 time=10.4 ms
2022-12-21 00:58:56: 64 bytes from 217.25.239.31: icmp_seq=10080 ttl=57 time=11.6 ms
2022-12-21 00:59:11: 64 bytes from 217.25.239.31: icmp_seq=10081 ttl=57 time=10.7 ms
2022-12-21 00:59:26: 64 bytes from 217.25.239.31: icmp_seq=10082 ttl=57 time=10.7 ms
2022-12-21 00:59:41: 64 bytes from 217.25.239.31: icmp_seq=10083 ttl=57 time=13.3 ms
2022-12-21 00:59:56: 64 bytes from 217.25.239.31: icmp_seq=10084 ttl=57 time=10.8 ms
2022-12-21 01:00:11: 64 bytes from 217.25.239.31: icmp_seq=10085 ttl=57 time=10.7 ms
2022-12-21 01:00:26: 64 bytes from 217.25.239.31: icmp_seq=10086 ttl=57 time=11.8 ms
2022-12-21 01:00:41: 64 bytes from 217.25.239.31: icmp_seq=10087 ttl=57 time=11.6 ms
2022-12-21 01:00:56: 64 bytes from 217.25.239.31: icmp_seq=10088 ttl=57 time=11.4 ms
2022-12-21 01:01:11: 64 bytes from 217.25.239.31: icmp_seq=10089 ttl=57 time=10.6 ms
2022-12-21 01:01:26: 64 bytes from 217.25.239.31: icmp_seq=10090 ttl=57 time=10.9 ms
2022-12-21 01:01:41: 64 bytes from 217.25.239.31: icmp_seq=10091 ttl=57 time=10.5 ms
2022-12-21 01:01:56: 64 bytes from 217.25.239.31: icmp_seq=10092 ttl=57 time=11.1 ms
2022-12-21 01:02:11: 64 bytes from 217.25.239.31: icmp_seq=10093 ttl=57 time=10.8 ms
2022-12-21 01:02:26: 64 bytes from 217.25.239.31: icmp_seq=10094 ttl=57 time=11.5 ms
2022-12-21 01:02:41: 64 bytes from 217.25.239.31: icmp_seq=10095 ttl=57 time=11.1 ms
2022-12-21 01:02:56: 64 bytes from 217.25.239.31: icmp_seq=10096 ttl=57 time=11.1 ms
2022-12-21 01:03:11: 64 bytes from 217.25.239.31: icmp_seq=10097 ttl=57 time=10.7 ms
2022-12-21 01:03:26: 64 bytes from 217.25.239.31: icmp_seq=10098 ttl=57 time=11.1 ms
2022-12-21 01:03:41: 64 bytes from 217.25.239.31: icmp_seq=10099 ttl=57 time=10.4 ms
2022-12-21 01:03:56: 64 bytes from 217.25.239.31: icmp_seq=10100 ttl=57 time=11.0 ms
2022-12-21 01:04:11: 64 bytes from 217.25.239.31: icmp_seq=10101 ttl=57 time=11.1 ms
2022-12-21 01:04:26: 64 bytes from 217.25.239.31: icmp_seq=10102 ttl=57 time=10.5 ms
2022-12-21 01:04:41: 64 bytes from 217.25.239.31: icmp_seq=10103 ttl=57 time=11.5 ms
2022-12-21 01:04:56: 64 bytes from 217.25.239.31: icmp_seq=10104 ttl=57 time=10.8 ms
2022-12-21 01:05:11: 64 bytes from 217.25.239.31: icmp_seq=10105 ttl=57 time=11.1 ms
2022-12-21 01:05:26: 64 bytes from 217.25.239.31: icmp_seq=10106 ttl=57 time=10.4 ms
2022-12-21 01:05:41: 64 bytes from 217.25.239.31: icmp_seq=10107 ttl=57 time=11.3 ms
2022-12-21 01:05:56: 64 bytes from 217.25.239.31: icmp_seq=10108 ttl=57 time=11.0 ms
2022-12-21 01:06:11: 64 bytes from 217.25.239.31: icmp_seq=10109 ttl=57 time=10.8 ms
2022-12-21 01:06:26: 64 bytes from 217.25.239.31: icmp_seq=10110 ttl=57 time=11.3 ms
2022-12-21 01:06:41: 64 bytes from 217.25.239.31: icmp_seq=10111 ttl=57 time=10.7 ms
2022-12-21 01:06:56: 64 bytes from 217.25.239.31: icmp_seq=10112 ttl=57 time=10.9 ms
2022-12-21 01:07:11: 64 bytes from 217.25.239.31: icmp_seq=10113 ttl=57 time=10.9 ms
2022-12-21 01:07:26: 64 bytes from 217.25.239.31: icmp_seq=10114 ttl=57 time=11.2 ms
2022-12-21 01:07:41: 64 bytes from 217.25.239.31: icmp_seq=10115 ttl=57 time=11.2 ms
2022-12-21 01:07:56: 64 bytes from 217.25.239.31: icmp_seq=10116 ttl=57 time=12.6 ms
2022-12-21 01:08:11: 64 bytes from 217.25.239.31: icmp_seq=10117 ttl=57 time=11.1 ms
2022-12-21 01:08:26: 64 bytes from 217.25.239.31: icmp_seq=10118 ttl=57 time=10.9 ms
2022-12-21 01:08:41: 64 bytes from 217.25.239.31: icmp_seq=10119 ttl=57 time=10.7 ms
2022-12-21 01:08:56: 64 bytes from 217.25.239.31: icmp_seq=10120 ttl=57 time=10.5 ms
2022-12-21 01:09:11: 64 bytes from 217.25.239.31: icmp_seq=10121 ttl=57 time=11.1 ms
2022-12-21 01:09:26: 64 bytes from 217.25.239.31: icmp_seq=10122 ttl=57 time=11.1 ms
2022-12-21 01:09:41: 64 bytes from 217.25.239.31: icmp_seq=10123 ttl=57 time=10.7 ms
2022-12-21 01:09:56: 64 bytes from 217.25.239.31: icmp_seq=10124 ttl=57 time=10.9 ms
2022-12-21 01:10:11: 64 bytes from 217.25.239.31: icmp_seq=10125 ttl=57 time=11.6 ms
2022-12-21 01:10:26: 64 bytes from 217.25.239.31: icmp_seq=10126 ttl=57 time=10.6 ms
2022-12-21 01:10:41: 64 bytes from 217.25.239.31: icmp_seq=10127 ttl=57 time=11.0 ms
2022-12-21 01:10:56: 64 bytes from 217.25.239.31: icmp_seq=10128 ttl=57 time=10.8 ms
2022-12-21 01:11:11: 64 bytes from 217.25.239.31: icmp_seq=10129 ttl=57 time=11.3 ms
2022-12-21 01:11:26: 64 bytes from 217.25.239.31: icmp_seq=10130 ttl=57 time=10.3 ms
2022-12-21 01:11:41: 64 bytes from 217.25.239.31: icmp_seq=10131 ttl=57 time=10.6 ms
2022-12-21 01:11:56: 64 bytes from 217.25.239.31: icmp_seq=10132 ttl=57 time=11.0 ms
2022-12-21 01:12:11: 64 bytes from 217.25.239.31: icmp_seq=10133 ttl=57 time=10.9 ms
2022-12-21 01:12:26: 64 bytes from 217.25.239.31: icmp_seq=10134 ttl=57 time=10.8 ms
2022-12-21 01:12:41: 64 bytes from 217.25.239.31: icmp_seq=10135 ttl=57 time=10.8 ms
2022-12-21 01:12:56: 64 bytes from 217.25.239.31: icmp_seq=10136 ttl=57 time=10.9 ms
2022-12-21 01:13:11: 64 bytes from 217.25.239.31: icmp_seq=10137 ttl=57 time=10.6 ms
2022-12-21 01:13:26: 64 bytes from 217.25.239.31: icmp_seq=10138 ttl=57 time=10.6 ms
2022-12-21 01:13:42: 64 bytes from 217.25.239.31: icmp_seq=10139 ttl=57 time=11.4 ms
2022-12-21 01:13:57: 64 bytes from 217.25.239.31: icmp_seq=10140 ttl=57 time=10.8 ms
2022-12-21 01:14:12: 64 bytes from 217.25.239.31: icmp_seq=10141 ttl=57 time=10.6 ms
2022-12-21 01:14:27: 64 bytes from 217.25.239.31: icmp_seq=10142 ttl=57 time=11.7 ms
2022-12-21 01:14:42: 64 bytes from 217.25.239.31: icmp_seq=10143 ttl=57 time=11.2 ms
2022-12-21 01:14:57: 64 bytes from 217.25.239.31: icmp_seq=10144 ttl=57 time=10.9 ms
2022-12-21 01:15:12: 64 bytes from 217.25.239.31: icmp_seq=10145 ttl=57 time=11.2 ms
2022-12-21 01:15:27: 64 bytes from 217.25.239.31: icmp_seq=10146 ttl=57 time=10.7 ms
2022-12-21 01:15:42: 64 bytes from 217.25.239.31: icmp_seq=10147 ttl=57 time=10.7 ms
2022-12-21 01:15:57: 64 bytes from 217.25.239.31: icmp_seq=10148 ttl=57 time=10.8 ms
2022-12-21 01:16:12: 64 bytes from 217.25.239.31: icmp_seq=10149 ttl=57 time=10.9 ms
2022-12-21 01:16:27: 64 bytes from 217.25.239.31: icmp_seq=10150 ttl=57 time=10.6 ms
2022-12-21 01:16:42: 64 bytes from 217.25.239.31: icmp_seq=10151 ttl=57 time=10.6 ms
2022-12-21 01:16:57: 64 bytes from 217.25.239.31: icmp_seq=10152 ttl=57 time=10.6 ms
2022-12-21 01:17:12: 64 bytes from 217.25.239.31: icmp_seq=10153 ttl=57 time=11.1 ms
2022-12-21 01:17:27: 64 bytes from 217.25.239.31: icmp_seq=10154 ttl=57 time=10.7 ms
2022-12-21 01:17:42: 64 bytes from 217.25.239.31: icmp_seq=10155 ttl=57 time=11.4 ms
2022-12-21 01:17:57: 64 bytes from 217.25.239.31: icmp_seq=10156 ttl=57 time=10.4 ms
2022-12-21 01:18:12: 64 bytes from 217.25.239.31: icmp_seq=10157 ttl=57 time=10.4 ms
2022-12-21 01:18:27: 64 bytes from 217.25.239.31: icmp_seq=10158 ttl=57 time=11.5 ms
2022-12-21 01:18:42: 64 bytes from 217.25.239.31: icmp_seq=10159 ttl=57 time=10.6 ms
2022-12-21 01:18:57: 64 bytes from 217.25.239.31: icmp_seq=10160 ttl=57 time=10.9 ms
2022-12-21 01:19:12: 64 bytes from 217.25.239.31: icmp_seq=10161 ttl=57 time=10.4 ms
2022-12-21 01:19:27: 64 bytes from 217.25.239.31: icmp_seq=10162 ttl=57 time=10.8 ms
2022-12-21 01:19:42: 64 bytes from 217.25.239.31: icmp_seq=10163 ttl=57 time=10.4 ms
2022-12-21 01:19:57: 64 bytes from 217.25.239.31: icmp_seq=10164 ttl=57 time=11.3 ms
2022-12-21 01:20:12: 64 bytes from 217.25.239.31: icmp_seq=10165 ttl=57 time=11.1 ms
2022-12-21 01:20:27: 64 bytes from 217.25.239.31: icmp_seq=10166 ttl=57 time=10.7 ms
2022-12-21 01:20:42: 64 bytes from 217.25.239.31: icmp_seq=10167 ttl=57 time=10.9 ms
2022-12-21 01:20:57: 64 bytes from 217.25.239.31: icmp_seq=10168 ttl=57 time=10.8 ms
2022-12-21 01:21:12: 64 bytes from 217.25.239.31: icmp_seq=10169 ttl=57 time=10.7 ms
2022-12-21 01:21:27: 64 bytes from 217.25.239.31: icmp_seq=10170 ttl=57 time=12.1 ms
2022-12-21 01:21:42: 64 bytes from 217.25.239.31: icmp_seq=10171 ttl=57 time=11.1 ms
2022-12-21 01:21:57: 64 bytes from 217.25.239.31: icmp_seq=10172 ttl=57 time=12.3 ms
2022-12-21 01:22:12: 64 bytes from 217.25.239.31: icmp_seq=10173 ttl=57 time=11.4 ms
2022-12-21 01:22:27: 64 bytes from 217.25.239.31: icmp_seq=10174 ttl=57 time=11.0 ms
2022-12-21 01:22:42: 64 bytes from 217.25.239.31: icmp_seq=10175 ttl=57 time=11.6 ms
2022-12-21 01:22:57: 64 bytes from 217.25.239.31: icmp_seq=10176 ttl=57 time=11.6 ms
2022-12-21 01:23:12: 64 bytes from 217.25.239.31: icmp_seq=10177 ttl=57 time=10.5 ms
2022-12-21 01:23:27: 64 bytes from 217.25.239.31: icmp_seq=10178 ttl=57 time=15.0 ms
2022-12-21 01:23:42: 64 bytes from 217.25.239.31: icmp_seq=10179 ttl=57 time=11.3 ms
2022-12-21 01:23:57: 64 bytes from 217.25.239.31: icmp_seq=10180 ttl=57 time=10.5 ms
2022-12-21 01:24:12: 64 bytes from 217.25.239.31: icmp_seq=10181 ttl=57 time=10.8 ms
2022-12-21 01:24:27: 64 bytes from 217.25.239.31: icmp_seq=10182 ttl=57 time=10.3 ms
2022-12-21 01:24:42: 64 bytes from 217.25.239.31: icmp_seq=10183 ttl=57 time=10.7 ms
2022-12-21 01:24:57: 64 bytes from 217.25.239.31: icmp_seq=10184 ttl=57 time=10.7 ms
2022-12-21 01:25:12: 64 bytes from 217.25.239.31: icmp_seq=10185 ttl=57 time=11.6 ms
2022-12-21 01:25:27: 64 bytes from 217.25.239.31: icmp_seq=10186 ttl=57 time=11.8 ms
2022-12-21 01:25:42: 64 bytes from 217.25.239.31: icmp_seq=10187 ttl=57 time=10.6 ms
2022-12-21 01:25:57: 64 bytes from 217.25.239.31: icmp_seq=10188 ttl=57 time=11.4 ms
2022-12-21 01:26:12: 64 bytes from 217.25.239.31: icmp_seq=10189 ttl=57 time=12.5 ms
2022-12-21 01:26:27: 64 bytes from 217.25.239.31: icmp_seq=10190 ttl=57 time=11.6 ms
2022-12-21 01:26:42: 64 bytes from 217.25.239.31: icmp_seq=10191 ttl=57 time=10.9 ms
2022-12-21 01:26:57: 64 bytes from 217.25.239.31: icmp_seq=10192 ttl=57 time=10.5 ms
2022-12-21 01:27:12: 64 bytes from 217.25.239.31: icmp_seq=10193 ttl=57 time=10.9 ms
2022-12-21 01:27:27: 64 bytes from 217.25.239.31: icmp_seq=10194 ttl=57 time=10.7 ms
2022-12-21 01:27:42: 64 bytes from 217.25.239.31: icmp_seq=10195 ttl=57 time=11.0 ms
2022-12-21 01:27:57: 64 bytes from 217.25.239.31: icmp_seq=10196 ttl=57 time=11.7 ms
2022-12-21 01:28:12: 64 bytes from 217.25.239.31: icmp_seq=10197 ttl=57 time=10.8 ms
2022-12-21 01:28:27: 64 bytes from 217.25.239.31: icmp_seq=10198 ttl=57 time=12.1 ms
2022-12-21 01:28:42: 64 bytes from 217.25.239.31: icmp_seq=10199 ttl=57 time=11.3 ms
2022-12-21 01:28:57: 64 bytes from 217.25.239.31: icmp_seq=10200 ttl=57 time=11.1 ms
2022-12-21 01:29:12: 64 bytes from 217.25.239.31: icmp_seq=10201 ttl=57 time=10.7 ms
2022-12-21 01:29:27: 64 bytes from 217.25.239.31: icmp_seq=10202 ttl=57 time=11.3 ms
2022-12-21 01:29:42: 64 bytes from 217.25.239.31: icmp_seq=10203 ttl=57 time=10.9 ms
2022-12-21 01:29:57: 64 bytes from 217.25.239.31: icmp_seq=10204 ttl=57 time=10.9 ms
2022-12-21 01:30:12: 64 bytes from 217.25.239.31: icmp_seq=10205 ttl=57 time=10.5 ms
2022-12-21 01:30:27: 64 bytes from 217.25.239.31: icmp_seq=10206 ttl=57 time=11.0 ms
2022-12-21 01:30:42: 64 bytes from 217.25.239.31: icmp_seq=10207 ttl=57 time=11.8 ms
2022-12-21 01:30:57: 64 bytes from 217.25.239.31: icmp_seq=10208 ttl=57 time=10.4 ms
2022-12-21 01:31:12: 64 bytes from 217.25.239.31: icmp_seq=10209 ttl=57 time=10.7 ms
2022-12-21 01:31:27: 64 bytes from 217.25.239.31: icmp_seq=10210 ttl=57 time=10.6 ms
2022-12-21 01:31:42: 64 bytes from 217.25.239.31: icmp_seq=10211 ttl=57 time=10.6 ms
2022-12-21 01:31:57: 64 bytes from 217.25.239.31: icmp_seq=10212 ttl=57 time=10.5 ms
2022-12-21 01:32:12: 64 bytes from 217.25.239.31: icmp_seq=10213 ttl=57 time=11.3 ms
2022-12-21 01:32:27: 64 bytes from 217.25.239.31: icmp_seq=10214 ttl=57 time=11.3 ms
2022-12-21 01:32:42: 64 bytes from 217.25.239.31: icmp_seq=10215 ttl=57 time=10.8 ms
2022-12-21 01:32:57: 64 bytes from 217.25.239.31: icmp_seq=10216 ttl=57 time=11.1 ms
2022-12-21 01:33:12: 64 bytes from 217.25.239.31: icmp_seq=10217 ttl=57 time=11.5 ms
2022-12-21 01:33:27: 64 bytes from 217.25.239.31: icmp_seq=10218 ttl=57 time=10.9 ms
2022-12-21 01:33:42: 64 bytes from 217.25.239.31: icmp_seq=10219 ttl=57 time=11.1 ms
2022-12-21 01:33:57: 64 bytes from 217.25.239.31: icmp_seq=10220 ttl=57 time=10.8 ms
2022-12-21 01:34:12: 64 bytes from 217.25.239.31: icmp_seq=10221 ttl=57 time=10.5 ms
2022-12-21 01:34:27: 64 bytes from 217.25.239.31: icmp_seq=10222 ttl=57 time=11.5 ms
2022-12-21 01:34:42: 64 bytes from 217.25.239.31: icmp_seq=10223 ttl=57 time=11.5 ms
2022-12-21 01:34:57: 64 bytes from 217.25.239.31: icmp_seq=10224 ttl=57 time=10.8 ms
2022-12-21 01:35:12: 64 bytes from 217.25.239.31: icmp_seq=10225 ttl=57 time=11.1 ms
2022-12-21 01:35:27: 64 bytes from 217.25.239.31: icmp_seq=10226 ttl=57 time=12.5 ms
2022-12-21 01:35:42: 64 bytes from 217.25.239.31: icmp_seq=10227 ttl=57 time=11.5 ms
2022-12-21 01:35:57: 64 bytes from 217.25.239.31: icmp_seq=10228 ttl=57 time=12.1 ms
2022-12-21 01:36:12: 64 bytes from 217.25.239.31: icmp_seq=10229 ttl=57 time=10.7 ms
2022-12-21 01:36:27: 64 bytes from 217.25.239.31: icmp_seq=10230 ttl=57 time=10.9 ms
2022-12-21 01:36:42: 64 bytes from 217.25.239.31: icmp_seq=10231 ttl=57 time=11.0 ms
2022-12-21 01:36:57: 64 bytes from 217.25.239.31: icmp_seq=10232 ttl=57 time=10.5 ms
2022-12-21 01:37:12: 64 bytes from 217.25.239.31: icmp_seq=10233 ttl=57 time=11.6 ms
2022-12-21 01:37:27: 64 bytes from 217.25.239.31: icmp_seq=10234 ttl=57 time=11.0 ms
2022-12-21 01:37:42: 64 bytes from 217.25.239.31: icmp_seq=10235 ttl=57 time=11.0 ms
2022-12-21 01:37:57: 64 bytes from 217.25.239.31: icmp_seq=10236 ttl=57 time=11.1 ms
2022-12-21 01:38:12: 64 bytes from 217.25.239.31: icmp_seq=10237 ttl=57 time=10.9 ms
2022-12-21 01:38:27: 64 bytes from 217.25.239.31: icmp_seq=10238 ttl=57 time=11.0 ms
2022-12-21 01:38:42: 64 bytes from 217.25.239.31: icmp_seq=10239 ttl=57 time=11.0 ms
2022-12-21 01:38:57: 64 bytes from 217.25.239.31: icmp_seq=10240 ttl=57 time=10.7 ms
2022-12-21 01:39:12: 64 bytes from 217.25.239.31: icmp_seq=10241 ttl=57 time=10.5 ms
2022-12-21 01:39:27: 64 bytes from 217.25.239.31: icmp_seq=10242 ttl=57 time=11.1 ms
2022-12-21 01:39:42: 64 bytes from 217.25.239.31: icmp_seq=10243 ttl=57 time=11.0 ms
2022-12-21 01:39:57: 64 bytes from 217.25.239.31: icmp_seq=10244 ttl=57 time=12.0 ms
2022-12-21 01:40:12: 64 bytes from 217.25.239.31: icmp_seq=10245 ttl=57 time=10.8 ms
2022-12-21 01:40:27: 64 bytes from 217.25.239.31: icmp_seq=10246 ttl=57 time=10.6 ms
2022-12-21 01:40:42: 64 bytes from 217.25.239.31: icmp_seq=10247 ttl=57 time=11.9 ms
2022-12-21 01:40:57: 64 bytes from 217.25.239.31: icmp_seq=10248 ttl=57 time=11.6 ms
2022-12-21 01:41:12: 64 bytes from 217.25.239.31: icmp_seq=10249 ttl=57 time=11.5 ms
2022-12-21 01:41:27: 64 bytes from 217.25.239.31: icmp_seq=10250 ttl=57 time=10.7 ms
2022-12-21 01:41:42: 64 bytes from 217.25.239.31: icmp_seq=10251 ttl=57 time=12.2 ms
2022-12-21 01:41:57: 64 bytes from 217.25.239.31: icmp_seq=10252 ttl=57 time=11.5 ms
2022-12-21 01:42:12: 64 bytes from 217.25.239.31: icmp_seq=10253 ttl=57 time=11.6 ms
2022-12-21 01:42:27: 64 bytes from 217.25.239.31: icmp_seq=10254 ttl=57 time=10.5 ms
2022-12-21 01:42:42: 64 bytes from 217.25.239.31: icmp_seq=10255 ttl=57 time=10.8 ms
2022-12-21 01:42:57: 64 bytes from 217.25.239.31: icmp_seq=10256 ttl=57 time=12.2 ms
2022-12-21 01:43:12: 64 bytes from 217.25.239.31: icmp_seq=10257 ttl=57 time=10.7 ms
2022-12-21 01:43:27: 64 bytes from 217.25.239.31: icmp_seq=10258 ttl=57 time=10.7 ms
2022-12-21 01:43:42: 64 bytes from 217.25.239.31: icmp_seq=10259 ttl=57 time=11.4 ms
2022-12-21 01:43:57: 64 bytes from 217.25.239.31: icmp_seq=10260 ttl=57 time=11.0 ms
2022-12-21 01:44:12: 64 bytes from 217.25.239.31: icmp_seq=10261 ttl=57 time=11.1 ms
2022-12-21 01:44:27: 64 bytes from 217.25.239.31: icmp_seq=10262 ttl=57 time=11.0 ms
2022-12-21 01:44:42: 64 bytes from 217.25.239.31: icmp_seq=10263 ttl=57 time=10.6 ms
2022-12-21 01:44:57: 64 bytes from 217.25.239.31: icmp_seq=10264 ttl=57 time=11.4 ms
2022-12-21 01:45:12: 64 bytes from 217.25.239.31: icmp_seq=10265 ttl=57 time=10.5 ms
2022-12-21 01:45:27: 64 bytes from 217.25.239.31: icmp_seq=10266 ttl=57 time=11.3 ms
2022-12-21 01:45:42: 64 bytes from 217.25.239.31: icmp_seq=10267 ttl=57 time=10.5 ms
2022-12-21 01:45:57: 64 bytes from 217.25.239.31: icmp_seq=10268 ttl=57 time=12.0 ms
2022-12-21 01:46:12: 64 bytes from 217.25.239.31: icmp_seq=10269 ttl=57 time=10.3 ms
2022-12-21 01:46:27: 64 bytes from 217.25.239.31: icmp_seq=10270 ttl=57 time=11.1 ms
2022-12-21 01:46:42: 64 bytes from 217.25.239.31: icmp_seq=10271 ttl=57 time=10.7 ms
2022-12-21 01:46:57: 64 bytes from 217.25.239.31: icmp_seq=10272 ttl=57 time=11.4 ms
2022-12-21 01:47:12: 64 bytes from 217.25.239.31: icmp_seq=10273 ttl=57 time=10.8 ms
2022-12-21 01:47:27: 64 bytes from 217.25.239.31: icmp_seq=10274 ttl=57 time=11.1 ms
2022-12-21 01:47:43: 64 bytes from 217.25.239.31: icmp_seq=10275 ttl=57 time=10.7 ms
2022-12-21 01:47:58: 64 bytes from 217.25.239.31: icmp_seq=10276 ttl=57 time=10.8 ms
2022-12-21 01:48:13: 64 bytes from 217.25.239.31: icmp_seq=10277 ttl=57 time=11.7 ms
2022-12-21 01:48:28: 64 bytes from 217.25.239.31: icmp_seq=10278 ttl=57 time=11.1 ms
2022-12-21 01:48:43: 64 bytes from 217.25.239.31: icmp_seq=10279 ttl=57 time=10.7 ms
2022-12-21 01:48:58: 64 bytes from 217.25.239.31: icmp_seq=10280 ttl=57 time=10.9 ms
2022-12-21 01:49:13: 64 bytes from 217.25.239.31: icmp_seq=10281 ttl=57 time=10.7 ms
2022-12-21 01:49:28: 64 bytes from 217.25.239.31: icmp_seq=10282 ttl=57 time=10.7 ms
2022-12-21 01:49:43: 64 bytes from 217.25.239.31: icmp_seq=10283 ttl=57 time=10.4 ms
2022-12-21 01:49:58: 64 bytes from 217.25.239.31: icmp_seq=10284 ttl=57 time=10.4 ms
2022-12-21 01:50:13: 64 bytes from 217.25.239.31: icmp_seq=10285 ttl=57 time=12.7 ms
2022-12-21 01:50:28: 64 bytes from 217.25.239.31: icmp_seq=10286 ttl=57 time=10.5 ms
2022-12-21 01:50:43: 64 bytes from 217.25.239.31: icmp_seq=10287 ttl=57 time=11.0 ms
2022-12-21 01:50:58: 64 bytes from 217.25.239.31: icmp_seq=10288 ttl=57 time=10.8 ms
2022-12-21 01:51:13: 64 bytes from 217.25.239.31: icmp_seq=10289 ttl=57 time=10.8 ms
2022-12-21 01:51:28: 64 bytes from 217.25.239.31: icmp_seq=10290 ttl=57 time=11.2 ms
2022-12-21 01:51:43: 64 bytes from 217.25.239.31: icmp_seq=10291 ttl=57 time=10.9 ms
2022-12-21 01:51:58: 64 bytes from 217.25.239.31: icmp_seq=10292 ttl=57 time=10.8 ms
2022-12-21 01:52:13: 64 bytes from 217.25.239.31: icmp_seq=10293 ttl=57 time=11.1 ms
2022-12-21 01:52:28: 64 bytes from 217.25.239.31: icmp_seq=10294 ttl=57 time=10.9 ms
2022-12-21 01:52:43: 64 bytes from 217.25.239.31: icmp_seq=10295 ttl=57 time=12.6 ms
2022-12-21 01:52:58: 64 bytes from 217.25.239.31: icmp_seq=10296 ttl=57 time=10.8 ms
2022-12-21 01:53:13: 64 bytes from 217.25.239.31: icmp_seq=10297 ttl=57 time=10.9 ms
2022-12-21 01:53:28: 64 bytes from 217.25.239.31: icmp_seq=10298 ttl=57 time=10.5 ms
2022-12-21 01:53:43: 64 bytes from 217.25.239.31: icmp_seq=10299 ttl=57 time=11.2 ms
2022-12-21 01:53:58: 64 bytes from 217.25.239.31: icmp_seq=10300 ttl=57 time=10.9 ms
2022-12-21 01:54:13: 64 bytes from 217.25.239.31: icmp_seq=10301 ttl=57 time=10.3 ms
2022-12-21 01:54:28: 64 bytes from 217.25.239.31: icmp_seq=10302 ttl=57 time=12.4 ms
2022-12-21 01:54:43: 64 bytes from 217.25.239.31: icmp_seq=10303 ttl=57 time=10.4 ms
2022-12-21 01:54:58: 64 bytes from 217.25.239.31: icmp_seq=10304 ttl=57 time=10.4 ms
2022-12-21 01:55:13: 64 bytes from 217.25.239.31: icmp_seq=10305 ttl=57 time=11.9 ms
2022-12-21 01:55:28: 64 bytes from 217.25.239.31: icmp_seq=10306 ttl=57 time=11.4 ms
2022-12-21 01:55:43: 64 bytes from 217.25.239.31: icmp_seq=10307 ttl=57 time=10.9 ms
2022-12-21 01:55:58: 64 bytes from 217.25.239.31: icmp_seq=10308 ttl=57 time=11.1 ms
2022-12-21 01:56:13: 64 bytes from 217.25.239.31: icmp_seq=10309 ttl=57 time=11.1 ms
2022-12-21 01:56:28: 64 bytes from 217.25.239.31: icmp_seq=10310 ttl=57 time=10.9 ms
2022-12-21 01:56:43: 64 bytes from 217.25.239.31: icmp_seq=10311 ttl=57 time=10.4 ms
2022-12-21 01:56:58: 64 bytes from 217.25.239.31: icmp_seq=10312 ttl=57 time=10.5 ms
2022-12-21 01:57:13: 64 bytes from 217.25.239.31: icmp_seq=10313 ttl=57 time=10.9 ms
2022-12-21 01:57:28: 64 bytes from 217.25.239.31: icmp_seq=10314 ttl=57 time=18.6 ms
2022-12-21 01:57:43: 64 bytes from 217.25.239.31: icmp_seq=10315 ttl=57 time=11.9 ms
2022-12-21 01:57:58: 64 bytes from 217.25.239.31: icmp_seq=10316 ttl=57 time=10.4 ms
2022-12-21 01:58:13: 64 bytes from 217.25.239.31: icmp_seq=10317 ttl=57 time=11.8 ms
2022-12-21 01:58:28: 64 bytes from 217.25.239.31: icmp_seq=10318 ttl=57 time=11.2 ms
2022-12-21 01:58:43: 64 bytes from 217.25.239.31: icmp_seq=10319 ttl=57 time=10.7 ms
2022-12-21 01:58:58: 64 bytes from 217.25.239.31: icmp_seq=10320 ttl=57 time=11.3 ms
